Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
hard,4,"176,370",12.08,307.84,4.196,72.66,3.785,15,27,27,10,10,7.8,6.85,6.85,7.484,7.484,1,12.3,14,7.4,1.56,3.76,0.681,"8,780",2.082,4.39,2.75,4.35,4.5,4.96,"9,879","3,293.00","3,297","h""Ard",4,1,{hard},"{h""Ard}",1,JJ|RB,582.188,-0.661,190.681,28,1,556.643,-0.795,69.538,,1
hideous,7,"1,645",7.405,5.37,2.439,2.73,2.362,1,1,1,0,0,5.5,3.332,3.332,,,0,,1,5.5,1.35,2.61,0.417,0,1.608,9.53,,3.14,4.95,3.92,"16,043","2,673.83","2,055","h""I.4i@s",6,2,{hideous},"{h""I.4i@s}",1,JJ,685.727,-0.329,230.696,26,1,642.538,-0.446,98.722,,1
hilarious,9,"2,970",7.996,5.78,2.471,2.94,2.394,0,0,0,0,0,,,,,,,,,,,2.39,0.489,0,1.395,8.63,,7.8,6.11,6.32,"32,762","4,095.25","4,089","hI.l""E.ri@s",8,3,{hilar--ious},"{hI.l""E.r--i@s}",2,JJ,677.625,-0.297,220.607,28,0.94,627.429,-0.495,97.239,,1
hoe,3,"1,022",6.93,0.92,1.681,0.33,1.462,22,59,61,12,12,7.6,8.935,8.948,8.081,8.081,15,8.6,7,5.7,0.91,4.74,0.335,0,1.191,8.72,5.545,4.8,5.4,5.96,"2,757","1,378.50",845,"h""o",2,1,{hoe},"{h""o}",1,NN|VB,709.438,-0.256,266.548,27,0.94,617.37,-0.401,138.513,,1
holy,4,"27,262",10.213,68.14,3.541,22.52,3.276,3,18,22,1,1,9.9,6.324,6.417,11.171,11.171,1,11.2,2,9.2,1.03,1.67,0.643,"6,178",1.382,5.55,1.292,6.06,3.37,4.78,"8,999","2,999.67","1,834","h""o.li",4,2,{holy},"{h""o.li}",1,JJ|NN,608.364,-0.51,172.048,26,0.97,627.885,-0.584,139.276,,0.929
honest,6,"22,071",10.002,72.33,3.567,27.79,3.368,0,0,0,0,0,,,,,,,,,,,1.66,0.578,"1,527",1.86,5.46,1.625,8.16,4,6.7,"36,056","7,211.20","5,049","""A.n@st",5,2,{honest},"{""A.n@st}",1,JJ|minor,591.676,-0.68,192.78,28,1,586.679,-0.497,85.309,,1
horrific,8,857,6.753,1.37,1.851,0.77,1.819,0,0,0,0,0,,,,,,,,,,,2.5,0.479,0,1.682,9.8,,2.2,6,4.15,"21,871","3,124.43","4,762","hO.r""I.fIk",7,3,{horr--ific},"{hO.r--""I.fIk}",2,JJ,692.258,-0.314,222.311,28,0.94,643.964,-0.315,114.857,,1
hot,3,"51,546",10.85,189.84,3.986,50.18,3.624,23,38,38,17,17,8.6,7.879,7.879,8.596,8.596,5,12.9,18,7.4,1.26,4.31,0.656,"7,150",1.789,3.37,3,5.73,4.76,5,"4,242","2,121.00","1,193","h""At",3,1,{hot},"{h""At}",1,JJ|VB,592.441,-0.659,203.962,27,0.97,550.778,-0.803,85.73,,1
houses,6,"11,777",9.374,19.12,2.989,8.8,2.869,7,6,6,1,1,4,3.105,3.105,3.135,3.135,0,,7,4,2.35,,0.665,"7,448",1.762,3.16,,,,,"25,802","5,160.40","4,279","h""aUz.@z",5,2,{house}>s>,"{h""aUz}.>@z>",2,NN|VB,568.188,-0.719,84.772,26,0.97,574.038,-0.676,89.198,,1
huge,4,"38,161",10.55,48.37,3.392,19.42,3.212,5,8,8,1,1,7,4.884,4.884,7.123,7.123,0,,5,7,1.52,3.54,0.67,"8,021",2.038,4.9,1.348,5.72,4.24,4.89,"3,602","1,200.67",732,"hj""udZ",4,1,{huge},"{hj""udZ}",1,JJ|NN,618.265,-0.37,147.014,26,1,608.385,-0.529,115.319,,0.929
hungry,6,"6,300",8.748,77.08,3.595,29.1,3.388,0,0,0,0,0,,,,,,,,,,,2.9,0.559,299,1.695,3.63,2.962,3.54,5.6,4.59,"14,960","2,992.00","1,776","h""VN.gri",6,2,{hungry},"{h""VN.gri}",1,JJ,566.412,-0.739,127.404,28,0.97,615.214,-0.459,123.474,,1
ice,3,"38,056",10.547,79.55,3.608,23.53,3.296,6,20,20,3,3,7.5,8.942,8.942,7.386,7.386,0,,6,7.5,1.42,4.89,0.658,"7,306",1.599,3.86,5.458,6.06,3.3,4.89,"7,149","3,574.50",143,"""aIs",2,1,{ice},"{""aIs}",1,NN|VB,541.471,-0.822,150.062,28,1,558.107,-0.793,122.327,,1
impeccable,10,420,6.04,1.59,1.914,0.87,1.869,1,0,0,0,0,5,,,,,0,,1,5,1.2,2.12,0.349,0,1.906,11.37,,5.9,4.88,6.18,"23,834","2,648.22","3,168","Im.p""E.k@.bl=",8,4,<in<{pecc--able},"<Im<.{p""E.k--@.bl=}",3,JJ,860.269,0.186,383.018,26,0.76,855.269,0.589,248.62,,1
impenetrable,12,235,5.46,1.02,1.724,0.54,1.663,0,0,0,0,0,,,,,,,,,,,2.62,0.364,0,1.804,11.11,,4.95,4.61,4.19,"41,916","3,810.55","4,379","Im.p""E.n@.tr@.bl=",11,5,<in<{penetr--able},"<Im<.{p""E.n@.tr--@.bl=}",3,JJ,"1,014.52",0.873,308.286,19,0.75,841.526,0.653,265.495,,0.864
impossible,10,"27,164",10.21,59.12,3.479,24.56,3.314,1,1,1,0,0,5.7,5.986,5.986,,,0,,1,5.7,1.78,1.66,0.648,"6,516",2.149,7.32,,3.5,4.52,3.5,"23,948","2,660.89","2,763","Im.p""A.s@.bl=",8,4,<in<{possible},"<Im<.{p""A.s@.bl=}",2,JJ,805.5,-0.154,423.836,27,0.94,619.556,-0.43,123.245,,1
impulse,7,"3,228",8.08,5.27,2.431,2.21,2.269,0,0,0,0,0,,,,,,,,,,,2.52,0.557,178,1.689,9,2.16,5.16,5.33,4.74,"11,544","1,924.00","2,029","""Im.pVls",6,2,{im--pulse},"{""Im-.-pVls}",2,NN,643.714,-0.548,191.465,28,1,625.571,-0.406,114.675,,1
inaudible,9,272,5.606,0.57,1.477,0.25,1.342,1,1,1,0,0,2.6,4.804,4.804,,,0,,1,2.6,2.19,2.29,0.301,0,1.596,12.84,,3.61,3.33,4.26,"32,567","4,070.88","3,640","In.""O.4@.bl=",7,4,<in<{aud--ible},"<In<.{""O.4--@.bl=}",3,JJ,802.815,0.142,254.786,25,0.82,686.76,-0.271,189.807,,0.926
industry,8,"56,926",10.95,11.69,2.776,4.59,2.587,0,0,0,0,0,,,,,,,,,,,3.29,0.673,"7,938",1.845,10.44,,5.07,4.25,4.65,"33,465","4,780.71","4,417","""In.4@.stri",8,3,{industry},"{""In.4@.stri}",1,NN,617.971,-0.547,198.796,26,1,689.038,-0.227,199.296,,1
intelligent,11,"20,769",9.941,13.51,2.839,6.47,2.736,0,1,1,0,0,,10.195,10.195,,,,,,,,2.46,0.615,"4,584",1.882,8.28,,7.6,5.67,6.77,"58,395","5,839.50","6,769","In.t""E.lI.dZ@nt",10,4,{intellig--ent},"{In.t""E.lI.dZ--@nt}",2,JJ,671.242,-0.352,172.646,28,1,743.714,-0.017,127.265,,1
interest,8,"90,246",11.41,50.94,3.415,21.79,3.262,0,0,0,0,0,,,,,,,,,,,1.8,0.687,"9,006",2.132,7.37,,6.66,4.36,6.31,"70,210","10,030.00","9,941","""In.4@.rEst",8,3,{interest},"{""In.4@.rEst}",1,NN|VB,615.364,-0.443,237.633,22,1,629.909,-0.468,210.763,,0.957
invisible,9,"7,180",8.879,12.35,2.8,4.7,2.597,1,0,0,0,0,5,,,,,0,,1,5,1.77,2.83,0.592,"2,804",1.849,7.06,,5,3.95,4.27,"34,805","4,350.63","4,348","In.v""I.z@.bl=",8,4,<in<{vis--ible},"<In<.{v""I.z--@.bl=}",3,JJ,707,-0.362,203.234,26,1,667.269,-0.23,128.861,,1
jail,4,"9,659",9.176,70.63,3.557,20.33,3.232,12,36,36,11,11,8.1,7.619,7.619,8.376,8.376,3,10.5,9,7.3,1.13,4.83,0.606,"3,879",1.339,5.74,4.174,1.91,4.47,3.91,"5,073","1,691.00","1,231","dZ""el",3,1,{jail},"{dZ""el}",1,NN|VB,567.935,-0.869,173.763,27,1,652.778,-0.291,145.142,,1
jug,3,837,6.73,2.63,2.13,0.89,1.881,13,16,16,12,12,7.3,7.415,7.415,7.189,7.189,9,8,4,5.8,0.92,4.96,0.42,0,1.465,5.83,,5.45,3.73,5.45,"1,017",508.5,407,"dZ""Vg",3,1,{jug},"{dZ""Vg}",1,NN,655.273,-0.536,309.224,28,0.97,602.357,-0.5,95.732,,1
kind,4,"131,849",11.789,590.69,4.479,87.23,3.864,9,18,18,5,5,9.4,6.611,6.611,9.786,9.786,1,12.8,8,9,1.26,2.07,0.676,"8,479",2.059,4.89,2.28,7.78,3.19,7.62,"19,027","6,342.33","2,154","k""aInd",4,1,{kind},"{k""aInd}",1,NN,582.273,-0.747,198.1,26,1,617.269,-0.561,100.086,,1
kiss,4,"12,848",9.461,121.16,3.791,32.65,3.438,7,20,20,4,4,7.7,8.551,8.551,7.611,7.611,2,10.6,5,6.5,1.23,4.48,0.612,"3,858",1.289,3.61,4.571,7.78,6.05,6.52,"10,531","3,510.33","2,426","k""Is",3,1,{kiss},"{k""Is}",1,NN|VB,522.114,-0.796,107.623,28,1,615.929,-0.487,98.841,,1
kite,4,"2,346",7.76,2.29,2.072,0.91,1.887,8,34,34,7,7,8.2,8.437,8.437,8.159,8.159,5,9.5,3,6.2,0.94,5,0.532,0,1.239,4.58,5.8,6.9,4.2,6.24,"13,807","4,602.33","1,844","k""aIt",3,1,{kite},"{k""aIt}",1,NN,573.061,-0.752,119.336,28,0.97,623.25,-0.506,185.815,,1
lap,3,"6,364",8.758,13.47,2.838,6.19,2.716,26,35,35,19,19,7.9,7.546,7.546,7.784,7.784,8,10,18,6.9,1.11,4.11,0.571,932,1.536,3.15,4.13,5.89,3.45,5.26,"5,904","2,952.00","1,052","l""ap",3,1,{lap},"{l""ap}",1,NN|VB,625.824,-0.584,202.856,28,1,510.857,-0.901,87.975,,1
lapel,5,239,5.476,0.49,1.415,0.29,1.398,1,0,0,0,0,10,,,,,1,10,0,,0.55,4.56,0.321,0,1.509,11.73,,5.74,3.17,5.21,"12,768","3,192.00","2,327","l@.p""El",5,2,{lapel},"{l@.p""El}",1,NN,770.913,-0.012,207.09,17,0.64,751,-0.085,138.447,,0.68
large,5,"134,354",11.808,41.45,3.325,17.64,3.171,5,9,9,3,3,6.9,7.018,7.018,6.9,6.9,0,,5,6.9,1.7,3.37,0.691,"8,890",2.275,5.74,1.68,5.77,5.35,5.05,"13,255","3,313.75","3,571","l""ArdZ",4,1,{large},"{l""ArdZ}",1,JJ|RB|NN,642.469,-0.614,370.525,28,0.97,635.75,-0.438,306.332,,1
lawn,4,"2,663",7.887,12.35,2.8,5.05,2.628,8,36,36,8,8,6.9,7.88,7.88,6.942,6.942,2,9.9,6,6,1.14,4.93,0.568,662,1.424,5.45,5.696,6.05,2.62,6.04,"5,072","1,690.67",951,"l""On",3,1,{lawn},"{l""On}",1,NN,612.125,-0.544,219.411,27,0.97,583.259,-0.613,111.956,,1
lawsuit,7,"3,855",8.257,6.1,2.494,2.48,2.32,0,0,0,0,0,,,,,,,,,,,2.94,0.594,"2,933",1.56,10.56,,2.84,5.39,3.2,"11,561","1,926.83","1,887","l""O.s%ut",5,2,{law}{suit},"{l""O}.{s%ut}",2,NN,684.353,-0.311,218.169,27,1,629.296,-0.502,78.972,,1
leash,5,"2,002",7.602,4.29,2.342,1.97,2.22,3,24,24,2,2,9.1,7.167,7.167,7.534,7.534,2,10.2,1,7,0.84,4.89,0.32,0,1.06,5.79,5.708,5.25,3,4.32,"15,473","3,868.25","2,521","l""iS",3,1,{leash},"{l""iS}",1,NN|VB,608.161,-0.508,166.194,24,0.97,556.417,-0.756,105.306,,1
leather,7,"11,445",9.345,13.59,2.841,5.83,2.69,3,17,17,3,3,8.7,6.717,6.717,8.742,8.742,1,10,2,8.1,1.07,4.82,0.592,"2,540",1.549,7.25,5.577,5.84,3.57,5.32,"37,188","6,198.00","5,965","l""E.D@`",4,2,{leather},"{l""E.D@`}",1,NN,633.676,-0.544,180.317,25,1,575.4,-0.627,119.695,,0.962
lecture,7,"4,779",8.472,10.47,2.728,4.86,2.612,0,0,0,0,0,,,,,,,,,,,3.79,0.592,"2,895",1.629,9.5,2.84,4,3.16,4.5,"23,389","3,898.17","3,064","l""Ek.tS@`",5,2,{lect--ure},"{l""Ek.tS--@`}",2,NN|VB,552.714,-0.763,97.553,27,1,587.074,-0.701,151.652,,0.964
length,6,"50,773",10.835,7.02,2.555,3.22,2.433,0,0,0,0,0,,,,,,,,,,,4.07,0.654,"6,577",2.014,6.05,2,5.21,3.41,5.67,"25,086","5,017.20","2,513","l""ENT",4,1,{length},"{l""ENT}",1,NN,658.033,-0.595,319.04,27,0.94,564.481,-0.705,103.219,,1
lenses,6,"5,083",8.534,2.27,2.068,0.87,1.869,5,0,0,0,0,4.9,,,,,0,,5,4.9,1.73,,0.568,386,1.424,9.53,,,,,"34,687","6,937.40","4,387","l""Enz.@z",6,2,{lens}>s>,"{l""Enz}.>@z>",2,NN,650.875,-0.456,194.84,25,0.94,677,-0.4,158.257,,0.962
likely,6,"71,675",11.18,25.76,3.119,12.41,3.018,1,3,3,1,1,7.5,6.159,6.159,7.542,7.542,0,,1,7.5,1.48,1.76,0.68,"8,570",2.221,6.33,,6.9,4.42,6.14,"15,405","3,081.00","1,704","l""aIk.li",5,2,{like}>ly>,"{l""aIk}.>li>",2,JJ|RB,549.625,-0.74,139.172,27,1,565.407,-0.732,82.989,,1
line,4,"239,804",12.388,206.18,4.022,54.11,3.657,26,41,41,16,16,8.2,7.926,7.926,8.751,8.751,1,13.9,25,8,1.51,4.5,0.68,"8,590",2.107,4.85,2.667,4.82,3.24,4.89,"25,590","8,530.00","2,199","l""aIn",3,1,{line},"{l""aIn}",1,NN|VB,656.903,-0.58,313.077,28,0.94,614.607,-0.554,130.717,,1
loud,4,"11,931",9.387,39.82,3.308,17.95,3.178,7,23,23,4,4,6.2,6.451,6.451,6.025,6.025,2,10.6,5,4.4,1.52,3.73,0.586,"2,218",1.67,4.538,2.12,,,,"7,316","2,438.67","1,726","l""aUd",3,1,{loud},"{l""aUd}",1,JJ|NN,551.333,-0.77,168.703,28,1,536.357,-0.892,94.741,,1
low,3,"86,110",11.363,59.14,3.48,24.33,3.31,24,59,65,10,10,8.5,8.578,8.513,7.964,7.964,4,12.7,20,7.7,1.33,3.34,0.679,"8,261",2.197,4.7,1.833,4.39,2.21,3.11,"4,296","2,148.00",921,"l""o",2,1,{low},"{l""o}",1,JJ|NN|RB|VB,560.455,-0.81,157.229,28,1,583.214,-0.634,83.775,,1
lungs,5,"2,629",7.874,10.59,2.733,4.47,2.575,5,10,10,4,4,4.8,5.673,5.673,4.504,4.504,0,,5,4.8,1.63,,0.566,20,1.465,7.16,,,,,"13,753","3,438.25","1,586","l""VNz",4,1,{lung}>s>,"{l""VN}>z>",2,NN,577.294,-0.696,127.182,27,1,591.815,-0.586,94.083,,0.964
luxurious,9,489,6.192,1.12,1.763,0.64,1.74,0,0,0,0,0,,,,,,,,,,,2.93,0.553,1,1.544,10,,7.58,4.73,6.62,"21,193","2,649.13","2,749","lVg.Z""U.ri@s",9,3,{luxury}>ous>,"{lVg.Z""U.ri$}>@s>",2,JJ,688.853,-0.299,312.545,29,0.97,658.931,-0.284,176.143,,1
mediocre,8,"2,673",7.891,1.39,1.857,0.75,1.806,0,0,0,0,0,,,,,,,,,,,1.62,0.506,0,1.803,11.59,,4.43,3,4.16,"30,590","4,370.00","2,714","m%i.4i.""o.k@`",7,4,{mediocre},"{m%i.4i.""o.k@`}",1,JJ,853.346,0.144,360.345,22,0.74,665.091,-0.169,243.618,,0.846
meditative,10,311,5.74,0.22,1.079,0.11,1,0,1,1,0,0,,6.196,6.196,,,,,,,,1.75,0.442,0,1.165,12.06,,,,,"45,450","5,050.00","5,739","m""E.4@.t%e4.Iv",9,4,{meditate}>ive>,"{m""E.4@.t%e4}.>Iv>",2,JJ,883.688,0.513,333.248,22,0.94,890.773,0.71,222.921,,0.846
mental,6,"18,663",9.834,19.65,3.001,8.43,2.85,3,8,13,2,2,7.6,6.54,6.452,8.611,8.611,0,,3,7.6,1.3,2.04,0.641,"6,280",1.508,8.84,2.13,4.58,3.68,5.48,"25,441","5,088.20","3,768","m""En.4l=",5,2,{mental},"{m""En.4l=}",1,JJ,599.735,-0.695,132.614,25,1,587.96,-0.689,120.58,,1
microscope,10,"1,171",7.066,2.53,2.114,1.23,2.017,1,0,0,0,0,6.1,,,,,0,,1,6.1,1.16,5,0.548,1,1.294,9.16,5.721,6.33,4,5.05,"26,339","2,926.56","2,939","m""aI.kr@.sk%op",9,3,{micro--scope},"{m""aI.kr@-.-sk%op}",2,NN,807.969,0.078,380.312,26,1,633.308,-0.409,150.672,,1
miserable,9,"3,228",8.08,21.49,3.04,10.18,2.932,1,0,0,0,0,7,,,,,0,,1,7,1.15,1.97,0.508,0,1.748,10.11,,2.6,5.06,3.86,"42,224","5,278.00","7,022","m""Iz.r@.bl=",7,3,{miser--able},"{m""Iz.r--@.bl=}",2,JJ,691.559,-0.327,212.4,27,1,694.111,-0.253,227.868,,1
mole,4,"1,536",7.337,8.06,2.615,1.93,2.212,22,56,56,17,17,7.8,7.071,7.071,7.427,7.427,12,10,10,5.1,0.94,4.41,0.552,22,1.552,7.33,4.24,4.23,3.81,5.32,"11,304","3,768.00","2,472","m""ol",3,1,{mole},"{m""ol}",1,NN,578.324,-0.744,235.65,26,1,597.538,-0.583,139.989,,1
moon,4,"30,689",10.332,49.96,3.406,13.91,3.067,13,34,34,11,11,7.2,7.95,7.95,7.345,7.345,1,11.4,12,6.8,1.44,4.9,0.65,"7,017",1.531,4.83,2.083,7,3.43,6.11,"12,123","4,041.00","2,131","m""un",3,1,{moon},"{m""un}",1,NN|VB,613.735,-0.765,185.413,24,1,572.583,-0.765,82.777,,1
mop,3,723,6.583,4.14,2.326,1.8,2.182,21,22,22,14,14,7.8,7.771,7.771,8.196,8.196,16,8.6,5,5.4,0.84,4.97,0.345,0,1.71,5.11,6.192,4.53,3.14,5.32,"3,491","1,745.50","1,192","m""Ap",3,1,{mop},"{m""Ap}",1,NN|VB,632.387,-0.553,204.099,28,0.94,559.714,-0.684,96.822,,1
muffins,7,401,5.994,3.49,2.253,1.41,2.075,2,2,2,1,1,2,3.052,3.052,3.332,3.332,0,,2,2,2.98,,0.295,0,,5.11,,,,,"22,323","3,720.50","3,758","m""V.fInz",6,2,{muffin}>s>,"{m""V.fIn}>z>",2,NN,709.581,-0.368,377.041,27,0.97,618.444,-0.601,66.79,,1
mug,3,"1,642",7.404,6.84,2.544,3.1,2.417,16,24,24,14,14,7.8,7.578,7.578,7.679,7.679,8,9.1,8,6.5,0.95,4.8,0.362,0,1.351,5.15,6.139,4.16,3.83,4.82,"1,419",709.5,627,"m""Vg",3,1,{mug},"{m""Vg}",1,NN,664.206,-0.579,266.891,28,0.97,587.429,-0.622,102.57,,1
mushy,5,579,6.361,1.51,1.892,0.85,1.857,8,8,8,2,2,4.3,5.369,5.369,2.773,2.773,0,,8,4.3,1.49,3.57,0.252,0,,6.56,2.214,4.6,3.71,5.47,"6,954","1,738.50","1,407","m""VS.i",4,2,{mush}>y>,"{m""VS}.>i>",2,JJ,648.259,-0.431,132.131,27,0.84,651.481,-0.419,148.256,,1
nasty,5,"14,007",9.547,22.57,3.062,10.69,2.953,4,0,0,0,0,6.1,,,,,0,,4,6.1,1.57,2.37,0.54,0,1.787,6,,2.95,5.44,3.98,"14,452","3,613.00","2,630","n""a.sti",5,2,{nasty},"{n""a.sti}",1,JJ|NN,614.625,-0.666,258.325,28,0.97,595.357,-0.629,76.36,,1
nest,4,"2,558",7.847,11.1,2.754,4.38,2.566,14,21,21,9,9,8.9,7.65,7.65,9.109,9.109,8,10.6,6,6.5,0.88,4.86,0.579,"1,479",1.301,5.11,,5.65,3.35,5.5,"25,402","8,467.33","2,748","n""Est",4,1,{nest},"{n""Est}",1,NN|VB,648.938,-0.529,296.827,26,0.94,546.923,-0.73,110.518,,1
nice,4,"113,119",11.636,649.51,4.52,84.57,3.851,9,19,22,7,7,8.1,7.938,7.696,8.495,8.495,0,,9,8.1,1.44,2.18,0.607,"4,216",1.641,3.95,2.24,6.95,3.53,6.47,"10,329","3,443.00","1,110","n""aIs",3,1,{nice},"{n""aIs}",1,JJ,561.727,-0.857,159.018,26,1,552.038,-0.73,103.445,,0.929
noodles,7,"1,180",7.073,6.06,2.491,1.41,2.075,4,8,8,3,3,3.1,3.478,3.478,3.327,3.327,0,,4,3.1,2.3,,,,,,,,,,"24,761","4,126.83","5,220","n""u.4l=z",5,2,{noodle}>s>,"{n""u.4l=}>z>",2,NN,,,,,,,,,,
numbers,7,"73,323",11.203,39.61,3.306,14.93,3.098,2,3,3,2,2,1.8,3.974,3.974,1.792,1.792,0,,2,1.8,6.25,,0.673,"8,173",2.05,3.94,,,,,"21,817","3,636.17","4,699","n""Vm.b@`z",6,2,{number}>s>,"{n""Vm.b@`}>z>",2,NN|VB,581.441,-0.609,166.821,28,1,559.821,-0.632,79.947,,1
obese,5,735,6.6,0.49,1.415,0.29,1.398,0,2,2,0,0,,1.386,1.386,,,,,,,,3.7,0.416,0,1.055,9.39,3.16,2.32,3.95,4.22,"19,422","4,855.50","1,440","o.b""is",4,2,{obese},"{o.b""is}",1,JJ,708.939,-0.254,301.002,25,0.97,598.24,-0.443,127.332,,1
ocean,5,"11,050",9.31,30.29,3.189,10.28,2.936,0,1,1,0,0,,6.576,6.576,,,,,,,,4.86,0.643,"6,223",1.409,4.74,5.217,7.39,3.5,5.88,"14,504","3,626.00","1,513","""o.Sn=",3,2,{ocean},"{""o.Sn=}",1,NN,588.061,-0.719,220.021,28,0.97,559.321,-0.722,88.186,,1
